fighter_id,name,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,last_updated,win%
751,Joe Lauzon,27,16,0,0,177.8,155 lbs.,180.34,1,"May 22, 1984",2.74,38,5.39,54,2.34,45,54,2.1,2018-11-21 20:21:11.074255,62.7906976744186
752,Jenel Lausa,7,5,0,0,165.1,125 lbs.,172.72,1,"Aug 01, 1988",1.44,42,3.53,53,0.55,66,51,0.8,2018-11-21 20:21:14.829244,58.333333333333336
754,Ilir Latifi,15,5,0,1,177.8,205 lbs.,185.42,1,"Jul 28, 1983",2.37,42,2.65,52,2.33,37,100,0.7,2018-11-21 20:21:22.069896,75.0
755,Bobby Lashley,7,1,0,0,190.5,255 lbs.,198.12,1,"Jul 16, 1976",3.1,63,0.76,63,11.47,70,0,0.0,2018-11-21 20:21:24.07055,87.5
757,Brock Larson,33,6,0,0,180.34,170 lbs.,180.34,0,"Aug 23, 1977",1.39,46,1.5,55,2.67,34,43,2.0,2018-11-21 20:21:30.148309,84.61538461538461
758,Jeremy Larsen,8,5,0,1,177.8,145 lbs.,177.8,1,"May 18, 1984",4.87,48,5.75,57,2.49,33,0,0.0,2018-11-21 20:21:33.594079,61.53846153846154
759,Lorenz Larkin,18,5,0,1,180.34,170 lbs.,182.88,1,"Sep 03, 1986",3.53,46,2.74,63,0.27,42,79,0.1,2018-11-21 20:21:37.898948,78.26086956521739
761,Anthony Lapsley,25,7,0,2,175.26,170 lbs.,180.34,0,"Feb 13, 1980",0.53,34,0.58,66,0.0,0,20,0.0,2018-11-21 20:21:46.360322,78.125
762,Chad Laprise,14,3,0,0,177.8,170 lbs.,180.34,1,"Jul 23, 1986",4.77,42,3.6,64,1.07,54,78,0.0,2018-11-21 20:21:49.848021,82.35294117647058
763,Taylor Lapilus,11,2,0,0,167.64,135 lbs.,185.42,0,"Apr 08, 1992",3.77,45,2.0,61,0.58,40,81,0.6,2018-11-21 20:21:53.295767,84.61538461538461
764,Lina Lansberg,8,4,0,0,170.18,135 lbs.,165.1,1,"Mar 13, 1982",3.63,55,5.31,46,0.5,22,33,0.2,2018-11-21 20:21:56.791449,66.66666666666666
768,Austen Lane,4,1,0,0,198.12,245 lbs.,203.2,1,"Nov 09, 1987",5.26,35,6.32,60,0.0,0,0,0.0,2018-11-21 20:22:11.935981,80.0
770,Jason Lambert,25,12,0,0,190.5,185 lbs.,190.5,1,"Jun 03, 1975",3.21,58,1.84,50,1.35,36,28,2.4,2018-11-21 20:22:19.06092,67.56756756756756
771,Ricardo Lamas,19,7,0,0,172.72,145 lbs.,180.34,1,"May 21, 1982",2.87,45,2.61,59,1.66,32,47,1.0,2018-11-21 20:22:22.486787,73.07692307692307
772,Sean Lally,8,2,0,0,182.88,170 lbs.,187.96,1,"Nov 04, 1990",5.34,39,7.23,30,0.0,0,0,0.0,2018-11-21 20:22:27.161297,80.0
775,Tina Lahdemaki,5,1,0,0,157.48,115 lbs.,157.48,1,"May 28, 1988",1.93,20,4.67,57,0.0,0,16,0.0,2018-11-21 20:22:38.02028,83.33333333333334
776,Noad Lahat,9,2,0,0,175.26,145 lbs.,175.26,1,"Jun 08, 1984",2.79,46,1.47,63,2.37,26,16,2.4,2018-11-21 20:22:42.002639,81.81818181818183
778,Ryan LaFlare,14,3,0,0,185.42,170 lbs.,187.96,0,"Oct 01, 1983",2.89,40,1.86,63,2.13,44,58,0.2,2018-11-21 20:22:50.361304,82.35294117647058
779,Aspen Ladd,7,0,0,0,167.64,135 lbs.,167.64,1,"Mar 01, 1995",6.92,57,4.55,37,1.37,100,100,0.0,2018-11-21 20:22:54.638874,100.0
790,Leo Kuntz,17,3,1,0,177.8,155 lbs.,187.96,1,"Oct 03, 1983",1.68,32,3.8,45,1.99,25,33,0.7,2018-11-21 20:23:39.948777,80.95238095238095
791,Yana Kunitskaya,11,4,0,1,167.64,135 lbs.,172.72,1,"Nov 11, 1989",4.18,63,4.13,41,4.89,50,0,0.8,2018-11-21 20:23:41.459739,73.33333333333333
792,Kiichi Kunimoto,18,7,2,1,177.8,170 lbs.,180.34,1,"May 01, 1981",1.87,44,3.92,41,1.59,20,28,0.3,2018-11-21 20:23:45.111007,66.66666666666666
794,Aleksei Kunchenko,19,0,0,0,172.72,170 lbs.,177.8,1,"May 02, 1984",2.93,28,3.73,68,1.0,50,0,0.0,2018-11-21 20:23:54.088017,100.0
796,Anton Kuivanen,17,6,0,0,172.72,155 lbs.,182.88,1,"May 01, 1984",2.27,38,1.63,67,1.2,100,71,0.4,2018-11-21 20:24:01.300744,73.91304347826086
797,Michael Kuiper,12,3,0,0,182.88,185 lbs.,185.42,1,"Jun 07, 1989",3.28,54,3.62,54,2.3,55,79,0.0,2018-11-21 20:24:05.637157,80.0
800,Nikita Krylov,25,6,0,0,190.5,205 lbs.,195.58,1,"Mar 07, 1992",5.59,58,2.62,45,0.62,28,40,1.9,2018-11-21 20:24:16.259775,80.64516129032258
803,Pascal Krauss,11,2,0,0,185.42,170 lbs.,182.88,1,"Apr 19, 1987",5.45,47,3.88,59,1.53,50,60,0.9,2018-11-21 20:24:26.241101,84.61538461538461
804,James Krause,25,8,0,0,187.96,170 lbs.,185.42,1,"Jun 04, 1986",4.57,46,4.15,61,1.18,18,46,0.7,2018-11-21 20:24:30.007015,75.75757575757575
806,Karolina Kowalkiewicz,13,3,0,0,160.02,115 lbs.,162.56,1,"Oct 15, 1985",5.76,38,5.16,56,0.14,14,87,0.0,2018-11-21 20:24:37.462116,81.25
811,Naoyuki Kotani,33,13,7,0,172.72,155 lbs.,167.64,0,"Dec 08, 1981",1.02,31,2.89,50,0.83,16,46,0.8,2018-11-21 20:24:55.395174,62.264150943396224
812,Josh Koscheck,19,10,0,0,177.8,170 lbs.,185.42,1,"Nov 30, 1977",1.79,36,2.27,63,2.46,48,64,0.4,2018-11-21 20:24:59.958004,65.51724137931035
815,Cheick Kongo,29,9,2,0,193.04,240 lbs.,208.28,1,"May 17, 1975",3.33,56,1.28,54,2.3,56,52,0.2,2018-11-21 20:25:11.780391,72.5
816,Syuri Kondo,6,1,0,0,162.56,115 lbs.,167.64,1,"Feb 08, 1989",8.81,47,6.69,70,0.0,0,0,0.0,2018-11-21 20:25:15.460582,85.71428571428571
824,Erik Koch,15,6,0,0,177.8,155 lbs.,180.34,0,"Oct 04, 1988",2.32,40,2.98,45,0.64,50,79,1.1,2018-11-21 20:25:43.979374,71.42857142857143
827,Jason Knight,20,6,0,0,177.8,145 lbs.,180.34,1,"Jul 14, 1992",2.95,33,3.02,51,1.31,31,47,1.7,2018-11-21 20:25:53.083048,76.92307692307693
830,Drakkar Klose,9,1,1,0,175.26,155 lbs.,177.8,1,"Mar 09, 1988",3.35,51,2.63,63,2.0,40,69,0.0,2018-11-21 20:26:05.870877,81.81818181818183
836,Justine Kish,6,2,0,0,165.1,125 lbs.,162.56,1,"Apr 13, 1988",4.32,50,4.18,58,1.0,30,55,0.2,2018-11-21 20:26:27.119099,75.0
838,Kyle Kingsbury,11,6,0,1,193.04,205 lbs.,193.04,1,"Mar 22, 1982",2.97,40,3.81,51,2.64,41,52,0.0,2018-11-21 20:26:34.958152,64.70588235294117
839,Mike King,5,1,0,0,190.5,185 lbs.,190.5,0,"Aug 04, 1983",4.44,58,1.29,72,1.75,25,40,3.5,2018-11-21 20:26:39.117016,83.33333333333334
841,Dustin Kimura,12,3,0,0,170.18,135 lbs.,180.34,1,"May 21, 1989",1.33,21,3.82,51,0.93,37,50,2.2,2018-11-21 20:26:46.299845,80.0
842,Rob Kimmons,24,8,0,0,177.8,185 lbs.,185.42,1,"Jan 30, 1981",1.86,48,4.79,38,2.08,46,25,2.4,2018-11-21 20:26:48.863001,75.0
843,Jeremy Kimball,15,8,0,0,182.88,205 lbs.,182.88,0,"Jan 03, 1991",2.81,46,3.84,49,1.41,20,50,0.0,2018-11-21 20:26:51.318435,65.21739130434783
844,Ji Yeon Kim,8,1,2,0,170.18,125 lbs.,182.88,1,"Oct 18, 1989",4.47,32,4.91,59,0.0,0,100,0.0,2018-11-21 20:26:55.352656,72.72727272727273
845,Dong Hyun Kim,16,8,3,0,180.34,155 lbs.,177.8,1,"Sep 09, 1988",3.77,45,4.53,53,1.67,60,33,0.0,2018-11-21 20:26:57.805101,59.25925925925925
852,Dong Hyun Kim,22,4,1,1,187.96,170 lbs.,193.04,0,"Nov 17, 1981",2.12,49,1.89,58,2.93,43,71,0.6,2018-11-21 20:27:20.82459,81.48148148148148
853,Jacob Kilburn,6,1,0,0,175.26,145 lbs.,180.34,1,"Jun 28, 1995",1.33,57,4.97,25,0.0,0,0,0.0,2018-11-21 20:27:24.417966,85.71428571428571
855,Katsunori Kikuno,23,8,2,0,172.72,145 lbs.,167.64,1,"Oct 31, 1981",2.64,40,2.47,61,1.88,75,76,0.8,2018-11-21 20:27:31.812207,69.6969696969697
858,Alfred Khashakyan,8,3,0,0,172.72,135 lbs.,177.8,1,"Jul 17, 1988",6.14,42,6.38,40,3.54,25,0,0.0,2018-11-21 20:27:44.111367,72.72727272727273
861,Rustam Khabilov,23,3,0,0,172.72,155 lbs.,185.42,1,"Nov 04, 1986",2.01,34,1.85,64,4.04,45,61,0.1,2018-11-21 20:27:56.408506,88.46153846153845
863,Will Kerr,9,3,0,0,177.8,155 lbs.,175.26,1,"Oct 21, 1982",1.91,42,6.22,33,0.0,0,0,14.3,2018-11-21 20:28:03.399802,75.0
866,Casey Kenney,7,1,1,0,170.18,125 lbs.,172.72,0,"Mar 20, 1991",4.47,34,4.1,56,1.5,33,100,1.0,2018-11-21 20:28:14.636797,77.77777777777779
868,Jeremy Kennedy,11,1,0,0,180.34,145 lbs.,180.34,1,"Sep 16, 1992",2.22,46,2.58,47,5.73,52,66,0.0,2018-11-21 20:28:22.599497,91.66666666666666
869,Steve Kennedy,22,8,0,0,180.34,170 lbs.,180.34,1,"Mar 07, 1983",2.28,35,5.52,45,2.51,33,0,0.0,2018-11-21 20:28:25.334213,73.33333333333333
870,Tim Kennedy,18,6,0,0,180.34,185 lbs.,187.96,1,"Sep 01, 1979",2.78,47,1.84,62,2.58,35,70,0.7,2018-11-21 20:28:27.940249,75.0
871,Song Kenan,14,4,0,0,182.88,170 lbs.,180.34,1,"Mar 10, 1990",4.6,54,4.0,56,0.0,0,0,0.0,2018-11-21 20:28:31.45386,77.77777777777779
872,Daniel Kelly,13,4,0,0,182.88,185 lbs.,177.8,0,"Oct 31, 1977",3.62,38,4.64,61,1.86,34,78,0.3,2018-11-21 20:28:35.888011,76.47058823529412
874,Paul Kelly,12,4,0,0,175.26,155 lbs.,177.8,1,"Sep 12, 1984",3.22,37,2.61,59,1.34,60,30,1.5,2018-11-21 20:28:44.421209,75.0
876,Brian Kelleher,19,9,0,0,167.64,135 lbs.,167.64,0,"Aug 19, 1986",5.06,45,5.98,54,1.29,28,84,0.7,2018-11-21 20:28:51.587062,67.85714285714286
877,Chris Kelades,9,3,0,0,170.18,125 lbs.,172.72,1,"Feb 21, 1981",2.4,43,2.64,48,1.04,18,53,0.3,2018-11-21 20:28:55.398877,75.0
880,Julie Kedzie,16,13,0,0,165.1,135 lbs.,162.56,1,"Mar 18, 1981",2.9,36,3.18,46,1.14,23,78,0.0,2018-11-21 20:29:07.371883,55.172413793103445
883,Tatsuya Kawajiri,35,10,2,0,170.18,145 lbs.,175.26,1,"May 08, 1978",2.04,44,2.01,50,3.63,48,63,1.1,2018-11-21 20:29:18.886114,74.46808510638297
886,Sarah Kaufman,17,4,0,1,165.1,135 lbs.,170.18,1,"Sep 20, 1985",6.65,46,4.0,62,0.38,57,81,0.0,2018-11-21 20:29:30.114089,80.95238095238095
887,Calvin Kattar,19,3,0,0,180.34,145 lbs.,182.88,1,"Mar 26, 1988",5.03,41,6.66,55,0.67,33,75,0.0,2018-11-21 20:29:33.436212,86.36363636363636
888,Brad Katona,8,0,0,0,167.64,145 lbs.,165.1,1,"Dec 19, 1991",4.73,63,0.93,78,2.0,28,100,0.0,2018-11-21 20:29:36.533957,100.0
891,Yusuke Kasuya,9,3,2,0,170.18,155 lbs.,170.18,0,"Nov 16, 1989",2.17,44,4.34,48,1.36,33,0,0.0,2018-11-21 20:29:48.130946,64.28571428571429
892,Nadia Kassem,5,0,0,0,165.1,115 lbs.,167.64,0,"Nov 15, 1995",3.47,49,3.0,35,0.0,0,42,6.0,2018-11-21 20:29:52.141253,100.0
893,Alex Karalexis,10,6,0,0,172.72,155 lbs.,167.64,1,"Sep 20, 1977",2.39,38,2.37,57,2.64,42,86,1.1,2018-11-21 20:29:56.866627,62.5
897,Kyung Ho Kang,14,8,0,1,175.26,135 lbs.,182.88,1,"Sep 09, 1987",2.39,42,1.97,58,2.29,66,75,1.3,2018-11-21 20:30:11.030777,63.63636363636363
898,Denis Kang,34,15,2,2,180.34,185 lbs.,195.58,1,"Sep 17, 1977",2.27,35,1.65,67,2.51,65,38,1.2,2018-11-21 20:30:15.028097,66.66666666666666
900,Masanori Kanehara,25,13,5,0,170.18,135 lbs.,170.18,1,"Nov 19, 1982",1.88,49,1.63,62,1.44,50,63,0.9,2018-11-21 20:30:23.09554,58.139534883720934
902,Bharat Kandare,5,3,0,0,170.18,135 lbs.,182.88,1,"Jun 20, 1987",0.7,10,1.88,72,0.0,0,0,0.0,2018-11-21 20:30:30.742106,62.5
903,Martin Kampmann,20,7,0,0,182.88,170 lbs.,182.88,1,"Apr 17, 1982",3.22,42,3.28,62,1.86,41,78,2.0,2018-11-21 20:30:35.337825,74.07407407407408
906,Sirwan Kakai,12,3,0,0,165.1,135 lbs.,167.64,1,"Oct 03, 1989",3.57,41,4.63,62,4.0,42,83,0.0,2018-11-21 20:30:46.021771,80.0
907,Emily Peters Kagan,3,3,0,0,160.02,115 lbs.,167.64,0,"Jul 14, 1981",2.6,36,5.29,38,1.86,14,50,0.0,2018-11-21 20:30:49.101535,50.0
909,Myles Jury,17,3,0,0,177.8,145 lbs.,185.42,1,"Oct 31, 1988",2.61,40,1.48,71,2.5,55,50,0.3,2018-11-21 20:30:56.695243,85.0
912,Chan Sung Jung,14,5,0,0,170.18,145 lbs.,182.88,1,"Mar 17, 1987",4.12,39,3.81,60,0.81,41,75,0.7,2018-11-21 20:31:06.020326,73.68421052631578
914,Luke Jumeau,13,4,0,0,180.34,170 lbs.,182.88,1,"Feb 12, 1988",3.38,49,3.51,54,0.33,100,91,0.0,2018-11-21 20:31:13.404598,76.47058823529412
919,Alan Jouban,16,6,0,0,182.88,170 lbs.,185.42,0,"Nov 25, 1981",5.41,53,3.48,60,0.52,50,62,0.0,2018-11-21 20:31:32.261206,72.72727272727273
920,Krzysztof Jotko,19,4,0,0,185.42,185 lbs.,195.58,0,"Aug 19, 1989",2.86,44,1.89,59,1.12,37,87,0.1,2018-11-21 20:31:36.376213,82.6086956521739
923,Scott Jorgensen,15,12,0,0,165.1,135 lbs.,167.64,1,"Sep 17, 1982",3.37,40,3.41,65,2.61,45,59,0.7,2018-11-21 20:31:47.27409,55.55555555555556
924,Ivan Jorge,26,5,0,0,175.26,155 lbs.,185.42,1,"Nov 07, 1980",3.41,49,2.91,59,1.56,16,75,0.6,2018-11-21 20:31:50.876465,83.87096774193549
925,Shawn Jordan,18,7,0,0,182.88,260 lbs.,190.5,0,"Oct 21, 1984",2.87,50,3.3,47,1.97,38,76,0.1,2018-11-21 20:31:53.125455,72.0
928,Jocelyn Jones-Lybarger,6,4,0,0,170.18,115 lbs.,162.56,1,"Oct 04, 1985",2.96,31,4.83,56,0.34,25,81,0.0,2018-11-21 20:32:03.934572,60.0
930,Jamelle Jones,7,5,0,0,182.88,205 lbs.,190.5,1,"Jan 31, 1988",1.78,80,3.11,65,0.0,0,0,0.0,2018-11-21 20:32:11.494372,58.333333333333336
935,Justin Jones,9,2,0,0,180.34,185 lbs.,198.12,1,"Sep 06, 1987",1.7,36,3.17,45,1.0,15,46,0.5,2018-11-21 20:32:27.365959,81.81818181818183
942,Jon Jones,22,1,0,1,193.04,205 lbs.,213.36,1,"Jul 19, 1987",4.41,55,2.12,65,2.13,50,95,0.6,2018-11-21 20:32:55.267924,95.65217391304348
944,Daniel Jolly,5,2,0,0,185.42,205 lbs.,190.5,1,"Sep 03, 1984",1.32,46,3.39,44,2.83,33,50,0.0,2018-11-21 20:32:59.96791,71.42857142857143
946,Jordan Johnson,10,0,0,0,187.96,205 lbs.,200.66,1,"Nov 18, 1988",3.45,47,2.64,53,3.25,42,100,1.2,2018-11-21 20:33:05.473459,100.0
948,Tim Johnson,12,4,0,0,190.5,265 lbs.,195.58,0,"Mar 13, 1985",3.43,45,3.08,44,1.09,24,69,0.0,2018-11-21 20:33:13.756448,75.0
949,Dashon Johnson,9,2,0,0,170.18,145 lbs.,177.8,1,"Jan 25, 1988",1.01,69,3.83,35,0.85,33,63,0.8,2018-11-21 20:33:18.587221,81.81818181818183
950,Kajan Johnson,23,14,1,0,180.34,155 lbs.,190.5,1,"Apr 21, 1984",2.47,42,1.59,64,1.54,37,62,0.2,2018-11-21 20:33:21.275308,60.526315789473685
952,Michael Johnson,20,13,0,0,177.8,145 lbs.,185.42,0,"Jun 04, 1986",4.31,38,3.96,58,0.59,45,77,0.1,2018-11-21 20:33:29.715417,60.60606060606061
953,Demetrious Johnson,27,3,1,0,160.02,125 lbs.,167.64,1,"Aug 13, 1986",3.43,54,1.66,67,3.35,56,65,0.5,2018-11-21 20:33:32.991944,87.09677419354838
954,Lavar Johnson,17,7,0,0,193.04,240 lbs.,208.28,1,"Jun 11, 1977",5.39,55,2.54,55,0.61,66,54,0.6,2018-11-21 20:33:37.582727,70.83333333333334
959,DaMarques Johnson,18,12,0,0,185.42,170 lbs.,190.5,1,"Jun 28, 1982",2.11,37,3.75,51,1.18,55,19,0.7,2018-11-21 20:33:55.965495,60.0
960,Anthony Johnson,22,6,0,0,187.96,205 lbs.,198.12,1,"Mar 06, 1984",3.25,47,1.83,60,2.43,57,77,0.6,2018-11-21 20:34:00.478766,78.57142857142857
961,Brett Johns,15,2,0,0,170.18,135 lbs.,180.34,1,"Feb 21, 1992",3.41,45,4.74,55,3.72,48,78,0.5,2018-11-21 20:34:05.009239,88.23529411764706
963,Carls John De Tomas,8,2,0,0,165.1,125 lbs.,180.34,0,"Aug 28, 1996",1.74,37,3.93,44,1.37,33,66,0.0,2018-11-21 20:34:12.86188,80.0
964,Li Jingliang,15,5,0,0,182.88,170 lbs.,180.34,1,"Mar 20, 1988",4.84,43,3.31,60,1.15,32,56,0.0,2018-11-21 20:34:16.38373,75.0
965,Ryan Jimmo,19,5,0,0,185.42,205 lbs.,185.42,1,"Nov 27, 1981",3.12,66,2.77,46,0.45,28,87,0.0,2018-11-21 20:34:19.283846,79.16666666666666
970,Chanmi Jeon,5,2,0,0,165.1,115 lbs.,170.18,1,"Aug 28, 1997",6.23,31,7.77,55,0.0,0,0,0.0,2018-11-21 20:34:37.282018,71.42857142857143
972,Ryan Jensen,15,8,0,0,185.42,185 lbs.,193.04,1,"Sep 20, 1977",2.84,39,2.99,59,1.55,50,31,1.9,2018-11-21 20:34:45.442253,65.21739130434783
977,Joanna Jedrzejczyk,15,2,0,0,167.64,115 lbs.,165.1,1,"Aug 18, 1987",6.44,47,2.67,66,0.15,66,82,0.0,2018-11-21 20:35:02.526295,88.23529411764706
979,Rony Jason,15,7,0,1,170.18,145 lbs.,177.8,1,"Mar 21, 1984",2.04,44,3.14,53,0.59,30,36,0.8,2018-11-21 20:35:10.786245,68.18181818181817
981,Brock Jardine,9,3,0,0,180.34,170 lbs.,185.42,1,"Jul 10, 1985",1.06,30,3.34,56,0.0,0,14,0.8,2018-11-21 20:35:17.96444,75.0
982,Keith Jardine,17,10,2,0,187.96,185 lbs.,193.04,1,"Oct 31, 1975",3.25,36,2.98,59,1.18,45,62,0.7,2018-11-21 20:35:21.690245,58.620689655172406
984,Dave Jansen,15,3,0,0,175.26,155 lbs.,185.42,1,"Aug 21, 1979",2.94,33,3.67,58,2.79,28,38,0.9,2018-11-21 20:35:28.620079,83.33333333333334
985,Josh Janousek,8,1,0,0,180.34,185 lbs.,185.42,1,"Sep 25, 1980",0.0,0,0.0,0,0.0,0,0,0.0,2018-11-21 20:35:31.334938,88.88888888888889
986,Ryan Janes,10,3,0,0,190.5,185 lbs.,193.04,1,"Aug 22, 1981",7.69,48,5.53,59,0.35,100,58,0.0,2018-11-21 20:35:34.000314,76.92307692307693
989,Dustin Jacoby,6,3,0,0,193.04,185 lbs.,198.12,1,"Apr 04, 1988",1.5,25,2.65,61,0.0,0,28,0.0,2018-11-21 20:35:45.982244,66.66666666666666
991,Montel Jackson,6,1,0,0,177.8,135 lbs.,190.5,0,"Apr 24, 1992",3.52,44,1.69,60,2.75,100,66,0.0,2018-11-21 20:35:53.230375,85.71428571428571
992,Jason Jackson,7,2,0,0,185.42,170 lbs.,198.12,1,"Oct 30, 1990",2.24,48,1.31,56,0.0,0,0,0.0,2018-11-21 20:35:57.071066,77.77777777777779
995,Damon Jackson,9,1,1,1,180.34,145 lbs.,180.34,0,"Aug 08, 1988",2.71,35,3.9,43,1.77,20,60,0.0,2018-11-21 20:36:08.355742,81.81818181818183
997,Rampage Jackson,36,11,0,0,185.42,205 lbs.,185.42,1,"Jun 20, 1978",3.25,54,2.51,55,1.52,56,73,0.1,2018-11-21 20:36:18.654998,76.59574468085107
1000,Yves Jabouin,20,11,0,0,170.18,135 lbs.,172.72,1,"May 30, 1979",3.06,41,2.93,62,1.94,60,82,0.1,2018-11-21 20:36:27.137178,64.51612903225806
1004,Blagoy Ivanov,16,2,0,1,180.34,250 lbs.,185.42,0,"Oct 09, 1986",2.04,22,4.4,55,0.0,0,100,0.0,2018-11-21 20:36:42.367356,88.88888888888889
1006,Leandro Issa,13,6,0,0,170.18,135 lbs.,175.26,1,"Sep 19, 1983",2.08,37,3.17,58,2.38,22,50,1.2,2018-11-21 20:36:49.724418,68.42105263157895
1012,Teruto Ishihara,11,6,2,0,170.18,135 lbs.,175.26,0,"Jul 23, 1991",3.21,45,3.5,53,0.52,16,32,0.0,2018-11-21 20:37:10.234513,57.89473684210527
1015,James Irvin,15,9,0,2,187.96,205 lbs.,190.5,1,"Sep 12, 1978",2.03,48,3.86,35,0.0,0,36,0.5,2018-11-21 20:37:20.765601,62.5
1018,Naoki Inoue,11,1,0,0,175.26,125 lbs.,180.34,1,"Jun 14, 1997",3.67,35,3.37,60,0.0,0,60,2.5,2018-11-21 20:37:32.52743,91.66666666666666
1023,Guto Inocente,6,4,0,0,190.5,205 lbs.,195.58,1,"May 29, 1986",4.13,66,2.92,54,0.67,33,66,0.7,2018-11-21 20:37:50.969623,60.0
1025,Chris Indich,5,3,0,0,177.8,170 lbs.,185.42,0,"Apr 22, 1987",1.31,30,4.32,43,0.75,50,50,1.5,2018-11-21 20:37:58.365369,62.5
1034,Dan Ige,9,2,0,0,170.18,145 lbs.,180.34,1,"Aug 06, 1991",3.9,43,3.18,64,3.08,30,50,1.5,2018-11-21 20:38:30.625918,81.81818181818183
1036,Al Iaquinta,13,4,1,0,175.26,155 lbs.,177.8,1,"Apr 30, 1987",4.28,40,4.04,62,0.98,28,77,0.4,2018-11-21 20:38:37.536731,72.22222222222221
1038,Adam Hunter,7,1,0,0,185.42,185 lbs.,185.42,1,"Oct 16, 1983",0.0,0,0.0,0,0.0,0,0,0.0,2018-11-21 20:38:43.895569,87.5
1040,Mark Hunt,13,13,1,1,177.8,265 lbs.,182.88,1,"Mar 23, 1974",2.89,43,2.84,51,0.53,55,64,0.2,2018-11-21 20:38:52.86971,48.148148148148145
1044,Jeff Hughes,9,1,0,0,187.96,250 lbs.,198.12,1,"May 17, 1988",11.5,67,1.35,60,6.77,66,100,0.0,2018-11-21 20:39:08.510061,90.0
1046,Matt Hughes,45,9,0,0,175.26,170 lbs.,185.42,0,"Oct 13, 1973",2.14,53,1.36,53,2.95,50,35,1.2,2018-11-21 20:39:15.94743,83.33333333333334
1048,Roger Huerta,21,5,1,1,175.26,155 lbs.,177.8,1,"May 20, 1983",3.64,36,2.33,56,2.13,46,52,0.5,2018-11-21 20:39:23.016475,77.77777777777779
1050,Shane Howell,13,9,0,0,172.72,125 lbs.,175.26,1,"Nov 28, 1983",1.27,32,2.55,42,0.0,0,20,0.0,2018-11-21 20:39:30.775634,59.09090909090909
1051,John Howard,23,12,0,0,170.18,170 lbs.,180.34,1,"Mar 01, 1983",2.15,50,3.08,51,2.7,49,53,0.4,2018-11-21 20:39:34.988821,65.71428571428571
1053,Brian Houston,4,2,0,0,187.96,185 lbs.,198.12,1,"Apr 26, 1981",1.9,35,3.67,53,0.95,100,87,0.0,2018-11-21 20:39:43.727777,66.66666666666666
1056,Jeff Hougland,10,6,0,0,170.18,135 lbs.,172.72,1,"Aug 02, 1978",1.86,48,3.46,47,0.86,18,0,1.1,2018-11-21 20:39:55.081159,62.5
1060,Chris Horodecki,18,3,1,1,175.26,155 lbs.,175.26,1,"Sep 24, 1987",4.59,41,3.16,65,1.52,55,37,0.9,2018-11-21 20:40:10.29597,81.81818181818183
1062,Jeremy Horn,88,21,5,1,185.42,185 lbs.,187.96,1,"Aug 25, 1975",1.19,39,1.99,55,1.83,38,29,1.1,2018-11-21 20:40:19.07679,77.19298245614034
1063,Kyoji Horiguchi,18,2,0,0,165.1,125 lbs.,167.64,1,"Oct 12, 1990",3.6,45,2.45,62,2.0,44,55,0.0,2018-11-21 20:40:21.936995,90.0
1065,Darrell Horcher,13,3,0,0,177.8,155 lbs.,177.8,0,"Jul 28, 1987",2.04,47,4.32,37,0.39,100,47,0.8,2018-11-21 20:40:28.950503,81.25
1067,Dan Hooker,18,7,0,0,182.88,155 lbs.,190.5,0,"Feb 13, 1990",4.02,43,4.38,56,0.54,42,76,0.5,2018-11-21 20:40:35.472794,72.0
1071,Chris Honeycutt,9,1,0,1,177.8,170 lbs.,185.42,0,"Jul 25, 1988",2.99,44,1.41,66,3.4,45,75,0.0,2018-11-21 20:40:49.155986,90.0
1072,Barb Honchak,10,5,0,0,162.56,125 lbs.,165.1,0,"Aug 30, 1979",4.04,30,4.67,66,0.0,0,0,1.3,2018-11-21 20:40:50.903857,66.66666666666666
1073,Mark Hominick,20,12,0,0,172.72,145 lbs.,172.72,1,"Jul 22, 1982",4.08,42,4.18,69,0.25,66,71,0.9,2018-11-21 20:40:55.623664,62.5
1074,Sabah Homasi,11,8,0,0,182.88,170 lbs.,182.88,1,"Oct 19, 1988",4.98,48,6.91,47,2.8,50,66,0.0,2018-11-21 20:40:57.878563,57.89473684210527
1075,Scott Holtzman,12,2,0,0,175.26,155 lbs.,175.26,1,"Sep 30, 1983",4.47,52,3.22,56,2.81,59,60,0.3,2018-11-21 20:41:02.94985,85.71428571428571
1078,Paddy Holohan,12,2,1,0,177.8,125 lbs.,175.26,1,"May 03, 1988",2.13,46,2.81,46,2.88,47,71,1.3,2018-11-21 20:41:14.913752,80.0
1079,Kurt Holobaugh,17,6,0,1,180.34,145 lbs.,185.42,1,"Sep 08, 1986",5.12,44,4.24,49,0.64,40,50,1.0,2018-11-21 20:41:17.89462,73.91304347826086
1081,Holly Holm,12,4,0,0,172.72,145 lbs.,175.26,0,"Oct 17, 1981",2.82,34,2.8,57,0.56,31,78,0.1,2018-11-21 20:41:24.216181,75.0
1084,Max Holloway,19,3,0,0,180.34,145 lbs.,175.26,1,"Dec 04, 1991",6.2,43,3.9,65,0.28,80,83,0.5,2018-11-21 20:41:34.902789,86.36363636363636
1085,Roger Hollett,13,5,0,0,180.34,205 lbs.,177.8,1,"Oct 08, 1978",1.83,47,6.47,34,1.0,28,30,0.0,2018-11-21 20:41:38.328611,72.22222222222221
